run_name,metric,step,value
batch64,gns_noise_to_signal,16,0.1663576364517212
batch64,gns_noise_to_signal,17,2.6847379207611084
batch64,gns_noise_to_signal,18,3.0286924839019775
batch64,gns_noise_to_signal,19,3.0305862426757812
batch64,gns_noise_to_signal,20,3.3848445415496826
batch64,gns_noise_to_signal,21,3.9690003395080566
batch64,gns_noise_to_signal,22,4.367345333099365
batch64,gns_noise_to_signal,23,4.560666561126709
batch64,gns_noise_to_signal,24,5.043915271759033
batch64,gns_noise_to_signal,25,5.631497383117676
batch64,gns_noise_to_signal,26,6.156800746917725
batch64,gns_noise_to_signal,27,6.468395709991455
batch64,gns_noise_to_signal,28,6.716311454772949
batch64,gns_noise_to_signal,29,7.019069194793701
batch64,gns_noise_to_signal,30,7.177168846130371
batch64,gns_noise_to_signal,31,7.166531562805176
batch64,gns_noise_to_signal,32,7.013260841369629
batch64,gns_noise_to_signal,33,6.94106912612915
batch64,gns_noise_to_signal,34,6.97621488571167
batch64,gns_noise_to_signal,35,7.134973049163818
batch64,gns_noise_to_signal,36,7.507702350616455
batch64,gns_noise_to_signal,37,7.650522232055664
batch64,gns_noise_to_signal,38,7.505607604980469
batch64,gns_noise_to_signal,39,7.493834018707275
batch64,gns_noise_to_signal,40,7.440933704376221
batch64,gns_noise_to_signal,41,7.333176136016846
batch64,gns_noise_to_signal,42,7.356912612915039
batch64,gns_noise_to_signal,43,7.46825647354126
batch64,gns_noise_to_signal,44,7.393814563751221
batch64,gns_noise_to_signal,45,7.284739017486572
batch64,gns_noise_to_signal,46,7.3409423828125
batch64,gns_noise_to_signal,47,7.345586776733398
batch64,gns_noise_to_signal,48,7.623655319213867
batch64,gns_noise_to_signal,49,7.385499477386475
batch64,gns_noise_to_signal,50,7.477435111999512
batch64,gns_noise_to_signal,51,7.300858974456787
batch64,gns_noise_to_signal,52,6.781671047210693
batch64,gns_noise_to_signal,53,6.6640214920043945
batch64,gns_noise_to_signal,54,6.1217546463012695
batch64,gns_noise_to_signal,55,5.991416931152344
batch64,gns_noise_to_signal,56,6.096625804901123
batch64,gns_noise_to_signal,57,6.144603252410889
batch64,gns_noise_to_signal,58,6.070633411407471
batch64,gns_noise_to_signal,59,5.777857303619385
